APN,Acreage,Address,Assessed Value,Asset Category,City,Coordinates,County,Land Use Description,Listed Owners,Market Value,State,Tax Year,ZIP
50-21R1,4.0,420 Willow Lawn Dr,2087400.0,Special Purpose,Culpeper,"[-78.010204427, 38.4529466883]",Culpeper County,Religious,"Corporation of The Presiding Bishop, Espenschied Transport Corporation, Etc",2087400.0,VA,2019,22701
051-173-061-000,3.22,1275 Bille Rd,2087077.0,Special Purpose,Paradise,"[-121.5995572457, 39.7712429386]",Butte County,Religious,"Intellectural Reserve Inc, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Church of Jesus Christ of Latter-Day Sts, Church of Jesus Christ of Latter Day Sts",2087077.0,CA,2019,95969
058-022-330,2.611,1475 Edgewood Rd,2087037.0,Special Purpose,Redwood City,"[-122.2601039324, 37.4785268219]",San Mateo County,Religious,"Church of Latter Day Saints, Camp Nauvoo",2087037.0,CA,2019,94062
136-09-002-C,5.878,810 E Lehi Rd,312915.0,Special Purpose,Mesa,"[-111.8126500777, 33.4596882485]",Maricopa County,Religious,Church Of Jesus Christ LDS Corp Pres Bis,2086100.0,AZ,2019,85203
116-01-020A,5.17,2002 N Greasewood Rd,375191.0,Special Purpose,Tucson,"[-111.0191537192, 32.246494952]",Pima County,Religious,"Intellectural Reserve Inc, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Presiding Bishop Of The, The Church of Jesus Christ of Latter-Day Saints, Church Of Jesus Christ, Corporation Of The, Corporation of The Presiding Bishop",2084395.0,AZ,2019,85745
60-01624,11.03,106 E Howe Rd,729509.0,Special Purpose,Tallmadge,"[-81.4366925456, 41.1172987966]",Summit County,Religious,"Temple Salt Lake, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Intellectural Reserve Inc, Corporation Of The Presiding Bishop Of T, Corporation of The Presiding Bishop",2084310.0,OH,2019,44278
207-13-002-B,4.748,15016 N 39Th Ave,312585.0,Special Purpose,Phoenix,"[-112.1432758114, 33.622249298]",Maricopa County,Religious,"Church of Jesus Christ, Country Club Ward",2083900.0,AZ,2019,85053
269-0151-001-0000,4.9,2745 Eastern Ave,2083170.0,Special Purpose,Sacramento,"[-121.3662288528, 38.6151925703]",Sacramento County,Religious,Church-Jesus Christ-Lds,2083170.0,CA,2019,95821
15-34-152-001-0000,3.39,3751 S 2200 W,2082890.0,Special Purpose,Salt Lake City,"[-111.9475864109, 40.6904911426]",Salt Lake County,Religious,Corp Of Pres Bishop Of Ch Of Jc Of LDS,2082890.0,UT,2019,84119
219-0131-017-0000,2.0,6450 Walerga Rd,2082562.0,Special Purpose,North Highlands,"[-121.3632476244, 38.684332829]",Sacramento County,Religious,Corporation of The Presiding Bishop,2082562.0,CA,2019,95660
006-020-048-000,122.1,8304 State Highway 70,2081756.0,Agricultural,Marysville,"[-121.6244934679, 39.2036335002]",Yuba County,Orchard,Farmland Reserve Inc,2081756.0,CA,2019,95901
R-6048-000-0090-1,11.936,,2079729.0,Agricultural,,"[-96.758264438, 33.36348219]",Collin County,Farm,Corp Of The Presiding Bishop Of The Church Of Jesus C,2079729.0,TX,2019,
139-063-002,2.0,2627 Janin Way,2079299.0,Special Purpose,Solvang,"[-120.1096412345, 34.6057413704]",Santa Barbara County,Religious,Corp & Prs Bis & Church Jc Latter Day Saints,2079299.0,CA,2019,93463
29-22-11-8884-00-231,4.62,45 E Par St,2078913.0,Special Purpose,Orlando,"[-81.3777857553, 28.5831531911]",Orange County,Religious,"Temple Salt Lake, Church of Jesus Christ of Latter Day St, Church of Jesus Christ of Latter Day, Corporation Of The Presiding Bishop Of T",2078913.0,FL,2019,32804
064-009-022-000,3.55,1111 E A St,2078357.0,Special Purpose,Oakdale,"[-120.8422290097, 37.7754830019]",Stanislaus County,Religious,"Tax Adm Div 513 3661, Ch Latter Dy St Corp Pres Bish",2078357.0,CA,2019,95361
035-111-017-000,4.7,6460 Cavitt Stallman Rd,2078207.0,Special Purpose,Granite Bay,"[-121.1809638389, 38.7659872118]",Placer County,Religious,Church of Jesus Christ of LDS,2078207.0,CA,2019,95746
65-830-04-35-01-2-00-000,3.4897,13025 Wornall Rd,664480.0,Special Purpose,Kansas City,"[-94.5945478196, 38.890686729]",Jackson County,Religious,Church of Jesus Christ of LDS,2076500.0,MO,2019,64145
12-073-0037,2.73,,2075139.0,Special Purpose,Clearfield,"[-112.0255108069, 41.0861723403]",Davis County,Religious,Corp. of Pres Bishop of LDS Chu,2075139.0,UT,2019,84015
12-032-0056,25.63,,2074653.0,Special Purpose,Clearfield,"[-112.0762838326, 41.1120690816]",Davis County,Religious,Corp. of Pres Bishop of LDS Chu,2074653.0,UT,2019,84015
392-143-17,4.7,674 S Yorba St,2071349.0,Commercial General/Misc.,Orange,"[-117.8282156927, 33.7773402826]",Orange County,Commercial (General),Bishop Of The Church,2071349.0,CA,2019,92869
R301797,7.0,339 Jumpoff Joe Creek Rd,,Special Purpose,Grants Pass,"[-123.3700646651, 42.5688875827]",Josephine County,Religious,"Intellectural Reserve Inc, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Presiding Bishop Of The, The Church of Jesus Christ of Latter-Day Saints, Church Of Jesus Christ, Corporation Of The, Corporation of The Presiding Bishop",2070370.0,OR,2019,97526
100424,7.251,1540 N State Highway 78,2069300.0,Special Purpose,Bonham,"[-96.182466346, 33.548756261]",Fannin County,Religious,Church Of Christ Of Latter Day Saints,2069300.0,TX,2019,75418
15-32-355-037-0000,2.82,3836 W 4100 S,2066990.0,Special Purpose,West Valley City,"[-111.9823738851, 40.6826560014]",Salt Lake County,Religious,Corp Of Pb Of Ch Of Jc Of LDS,2066990.0,UT,2019,84120
163967,68.88,,10583.0,Agricultural,,"[-113.2982249338, 37.1491555276]",Washington County,Agricultural,Lds Corp Of Pres Of Church,2066400.0,UT,2019,
179-17-701-002,2.49,401 Palo Verde Dr,722348.0,Special Purpose,Henderson,"[-114.9638632431, 36.0331376956]",Clark County,Religious,Church L D S Presiding Bishop,2063851.0,NV,2019,89015
WINM-000008A-000000-000050,1.8878,755 River Rd,2063400.0,Special Purpose,Windham,"[-70.4391647137, 43.7886558154]",Cumberland County,Religious,Bishop Of Church Of Jesus,2063400.0,ME,2019,4062
139-44-049,3.087,233 E 10Th Ave,309330.0,Special Purpose,Mesa,"[-111.8368483246, 33.3962388318]",Maricopa County,Religious,Corporation of The Presiding Bishop,2062200.0,AZ,2019,85210
27-05-376-028-0000,0.23,9353 S Vistawest Dr,2060590.0,Special Purpose,West Jordan,"[-111.9807709731, 40.5811594295]",Salt Lake County,Religious,Corp Of Pb Of Ch Jc Of LDS,2060590.0,UT,2019,84088
27-01-276-001-0000,3.02,8825 S Monroe St,2060300.0,Special Purpose,Sandy,"[-111.8951150815, 40.5913114876]",Salt Lake County,Religious,Corp Of Pres Bishop Of Ch Of Jc Of LDS,2060300.0,UT,2019,84070
117081,1.13,1615 28Th Se Ave,1566800.0,Special Purpose,Albany,"[-123.0849834831, 44.6153279999]",Linn County,Religious,"Latter Day Saints, Latter Day Saints Church",2060180.0,OR,2019,97322
12-038-0055,24.447,,2060137.0,Special Purpose,Clearfield,"[-112.0869861605, 41.1132930162]",Davis County,Religious,Corp. of Pres Bishop of LDS Chu,2060137.0,UT,2019,84015
21-07-255-006-0000,4.53,4232 W 5015 S,2059890.0,Special Purpose,Salt Lake City,"[-111.9919238418, 40.6613128902]",Salt Lake County,Religious,Corp Of Pb Of Ch Jc Of LDS,2059890.0,UT,2019,84150
21-22-301-033-0000,2.57,6695 S 2200 W,2059200.0,Special Purpose,West Jordan,"[-111.9473905729, 40.6294372234]",Salt Lake County,Religious,Corp Of Pb Of Ch Jc Of LDS,2059200.0,UT,2019,84084
192106-9151,4.9034,19107 Se Lake Holm Rd,2058300.0,Special Purpose,Auburn,"[-122.0872030062, 47.3004366172]",King County,Religious,"Church of Jesus Christ LDS, Church of Jesus Christ-Lds",2058300.0,WA,2019,98092
11-097-0071,1.47,,2057577.0,Special Purpose,Kaysville,"[-111.9626279515, 41.037941896]",Davis County,Religious,Corporation of The Presiding Bishop,2057577.0,UT,2019,84037
R2422403,4.0478,9029 Grand Mesa Ave,596280.0,Special Purpose,Frederick,"[-104.9554791493, 40.1319887134]",Weld County,Religious,Corporation of The Presiding Bishop,2056133.0,CO,2019,80504
3003-029-039,2.5537,39546 23Rd W St,2055741.0,Special Purpose,Palmdale,"[-118.1714472723, 34.6003684742]",Los Angeles County,Religious,Corporation of The Presiding Bishop,2055741.0,CA,2019,93551
28-03-453-020-0000,3.18,9245 S Quail Run Dr,2054990.0,Special Purpose,Sandy,"[-111.823473154, 40.5832627778]",Salt Lake County,Religious,Corp Of Pb Of Ch Jc Of LDS,2054990.0,UT,2019,84093
16-04-400-004-0000,2.15,525 Foothill Blvd,2052700.0,Mixed Use,Salt Lake City,"[-111.8373780386, 40.7585601643]",Salt Lake County,Mixed Use: Office/Retail,Corp Of Pb Of Ch Jc Of LDS,2052700.0,UT,2019,84113
R569927,5.502,Ronald W Reagan Blvd,2051861.0,Public & Semi-Public,Leander,"[-97.870399475, 30.558429718]",Williamson County,Tax Exempt,Church Of Jesus Christ Of Latter Day Saints,2051861.0,TX,2019,78641
290436-004-070-00,2.39,Hilltop Rd,2051700.0,Special Purpose,Everett,"[-122.2281957748, 47.9508795635]",Snohomish County,Religious,Lds Church,2051700.0,WA,2019,98203
8220000850,6.0,1718 N Cutting Ave,305000.0,Special Purpose,Jennings,"[-92.654899597, 30.239320755]",Jefferson Davis Parish,Special Purpose (General),Church Of Jesus Christ,2050000.0,LA,2019,70546
10-060-0005,585.54,,23190.0,Vacant Land,Wellsville,"[-111.9296877297, 41.5718729788]",Cache County,General Vacant Land,Corp Presiding Bishop LDS,2049390.0,UT,2019,84339
16-027-0006,5.17,896 W Pleasant View Dr,2049000.0,Special Purpose,Pleasant View,"[-111.9990487668, 41.3221994725]",Weber County,Religious,Corporation of The Presiding Bishop,2049000.0,UT,2019,84414
941-0190-001-03,2.9981,8203 Village Pkwy,2048539.0,Special Purpose,Dublin,"[-121.9261293567, 37.722648323]",Alameda County,Religious,Church of Jesus Christ of Latter Day Saints,2048539.0,CA,2019,94568
134-05-002-F,5.41,1020 W Broadway Rd,307275.0,Special Purpose,Mesa,"[-111.8530466781, 33.4088812355]",Maricopa County,Religious,Corp Presiding Bishop LDS,2048500.0,AZ,2019,85210
014-090-008-000,261.47,San Felipe Rd,2047350.0,Agricultural,Hollister,"[-121.431778809, 36.922859537]",San Benito County,Truck Crops,Property Reserve Inc,2047350.0,CA,2019,95023
058113-0300,100.23,1St,103207.0,Agricultural,Wimauma,"[-82.4209660417, 27.6551222011]",Hillsborough County,Agricultural,Farmland Reserve Inc,2046492.0,FL,2019,33598
1-5-9-005-069-0000,11.091,59 Kamehameha Hwy,2046300.0,Vacant Land,Haleiwa,"[-158.0508107689, 21.6617811308]",Honolulu County,Agricultural Land,Church of Jesus Christ-Lds,2046300.0,HI,2019,96712
150-120-001-000,4.8,5554 N Winton Way,2046124.0,Special Purpose,Winton,"[-120.6126147523, 37.3681415875]",Merced County,Religious,Church of Jesus Christ of Latter Day Saints,2046124.0,CA,2019,95388
1-1897-203-0007-002,3.53,,2046080.0,Special Purpose,Benton City,"[-119.490318681, 46.2676527423]",Benton County,Religious,Corp Of Presiding Bishp Of LDS,2046080.0,WA,2019,99320
260524,2.5,2583 E 350 N St,,Public & Semi-Public,Saint George,"[-113.5302515793, 37.1149730738]",Washington County,Tax Exempt,Lds Corp Of Pres Of Church,2045900.0,UT,2019,84790
R-001-1760-0500-0,3.1004,5401 Bell St,2045793.0,Special Purpose,Amarillo,"[-101.900840514, 35.15010875]",Randall County,Religious,Church Jesus Ch Lds,2045793.0,TX,2019,79109
083001-237-170-0002-040-310-0000,3.94,1 Lions Park Ln,1941500.0,Special Purpose,Greene,"[-75.7643930486, 42.3255366087]",Chenango County,Religious,"Jesus Christ Of Latter, Day Saints Corp",2043684.0,NY,2019,13778
0762.07-79-3447-000,3.13,1811 Seabrook Ave,2043515.0,Special Purpose,Cary,"[-78.7725400344, 35.7540856366]",Wake County,Religious,"Intellectural Reserve Inc, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Church of Jesus Christ of Latter Day Saints",2043515.0,NC,2019,27511
22-05500-0000-00004,3.0,319 Bridgeboro Rd,1699300.0,Special Purpose,Moorestown,"[-74.9466390469, 39.9865164677]",Burlington County,Religious,"Intellectural Reserve Inc, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints",2040956.0,NJ,2019,8057
2-0495-05-028,1.98,613 E Montgomery Xrd,816000.0,Special Purpose,Savannah,"[-81.1072248142, 31.9940438159]",Chatham County,Religious,"Tax Division, Corp Of The Presiding Bishop O",2040000.0,GA,2019,31406
14-01002-0000-00002-01,2.52,840 Soldier Hill Rd,1870700.0,Special Purpose,Emerson,"[-74.0403132909, 40.963533349]",Bergen County,Religious,Church Of The Latter Day Sts/Tax,2039354.0,NJ,2019,7630
36294.3915,2.6296,808 E Sitka Ave,2036380.0,Special Purpose,Spokane,"[-117.3970934324, 47.7212855483]",Spokane County,Religious,Church Of Latter Day Saints,2036380.0,WA,2019,99208
0201-212-20-0000,2.99,,2035910.0,Special Purpose,Rancho Cucamonga,"[-117.6243861808, 34.1357911205]",San Bernardino County,Religious,Church of Jesus Christ of LDS,2035910.0,CA,2019,91701
040-9A,4.0,1957 Capeway Rd,2035400.0,Special Purpose,Powhatan,"[-77.8592136887, 37.528874527]",Powhatan County,Religious,"Intellectural Reserve Inc, Church of Jesus Christ of Lttr, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Church of Jesus Christ of Latt, Utah North Area Sports",2035400.0,VA,2019,23139
21927,3.0,1310 E 25Th St,678314.0,Special Purpose,Farmington,"[-108.1896176048, 36.7536903208]",San Juan County,Religious,Church Of Jesus Christ Of Latter Day Sai Tax Adm Div 511 507,2034942.0,NM,2019,87401
085-5-106-017,4.5,821 Old Atlanta Hwy,813943.0,Special Purpose,Newnan,"[-84.7785176135, 33.4166130603]",Coweta County,Religious,Church of Jesus Christ of,2034856.0,GA,2019,30263
118-47-121,1.489,47 E Ashland Ave,305220.0,Special Purpose,Phoenix,"[-112.0711089922, 33.4752443725]",Maricopa County,Religious,Church of Jesus Christ of Latter Day Saints,2034800.0,AZ,2019,85004
009-051-46-000,3.558,220 Elk St,2034799.0,Special Purpose,Santa Cruz,"[-122.0036089745, 36.9902174397]",Santa Cruz County,Religious,Crp Of Pres Bishop Of Ch Of J C Of L D S,2034799.0,CA,2019,95065
WORC-000037-000023-000011,1.65,231 Brooks St,2033900.0,Public & Semi-Public,Worcester,"[-71.8009817084, 42.3205427768]",Worcester County,Tax Exempt,Corporation of The Presiding Bishop,2033900.0,MA,2019,1606
091-010-01-00-0,341.88,32997 Merced Ave,2032622.0,Agricultural,Bakersfield,"[-119.1650127142, 35.5233537227]",Kern County,Orchard,Farmland Reserve Inc,2032622.0,CA,2019,93308
45233.2012,3.136,14111 E 16Th Ave,2031620.0,Special Purpose,Spokane Valley,"[-117.2150042225, 47.6429683516]",Spokane County,Religious,Ch Latter Day St,2031620.0,WA,2019,99037
09-085-0039,2.95,1954 E Antelope Dr,2031115.0,Special Purpose,Layton,"[-111.9301545684, 41.0881613476]",Davis County,Religious,Corporation of The Presiding Bishop,2031115.0,UT,2019,84040
16-16-209-016-0000,2.53,1455 S 1700 E,2030690.0,Special Purpose,Salt Lake City,"[-111.842122786, 40.7368112704]",Salt Lake County,Religious,Church of Jesus Christ of Latter-Day Sai,2030690.0,UT,2019,84114
36873,4.44,3721 Pinetop Rd,2030400.0,Public & Semi-Public,Greensboro,"[-79.8615926821, 36.1103827479]",Guilford County,Library/Museum,"Intellectural Reserve Inc, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Presiding Bishop Of The, The Church of Jesus Christ of Latter-Day Saints, Church Of Jesus Christ, Corporation Of The, Corporation of The Presiding Bishop",2030400.0,NC,2019,27410
R3185804,3.13,3435 Brunner Blvd,588700.0,Special Purpose,Johnstown,"[-104.9506772737, 40.3416416581]",Weld County,Religious,Church of Jesus Christ of LDS,2029997.0,CO,2019,80534
130538020,3.0,1301 E Division Ave,2029205.0,Special Purpose,Ephrata,"[-119.5341125283, 47.3195444192]",Grant County,Religious,"Church of Jesus Christ LDS, Church of Jesus Christ-Lds",2029205.0,WA,2019,98823
22-30-227-026-0000,4.24,7155 S 540Th E,2029090.0,Special Purpose,Salt Lake City,"[-111.8751555162, 40.6217756554]",Salt Lake County,Religious,Corp Of Pb Of Ch Jc Of LDS,2029090.0,UT,2019,84150
28-18-229-042-0000,2.04,10381 S Leilani Dr,2028500.0,Special Purpose,Sandy,"[-111.8728078626, 40.5628467295]",Salt Lake County,Religious,Corp Of Pb Of Ch Of Jc Of LDS,2028500.0,UT,2019,84070
135-21-035-H,2.47,848 N Westwood,304155.0,Special Purpose,Mesa,"[-111.8529215197, 33.4307932111]",Maricopa County,Religious,Church Of Jesus Christ LDS Corp Pres Bis,2027700.0,AZ,2019,85201
25-36-08-00-00012.0-0000.00,9.29,1801 S Fiske Blvd,1995270.0,Special Purpose,Rockledge,"[-80.7437161973, 28.3292804877]",Brevard County,Religious,"Church of Jesus Christ of Latter-Day Saints, Church of Jesus Christ of Latter Day Saints",2027340.0,FL,2019,32955
R-9277-00A-0010-1,7.044,Lake Forest Dr,2026243.0,Special Purpose,Mckinney,"[-96.679035328, 33.206531797]",Collin County,Religious,Corp Of The Presiding Bishop Of,2026243.0,TX,2019,75071
140-37-417-L,2.4387,532 S Greenfield Rd,303915.0,Special Purpose,Mesa,"[-111.7372459868, 33.4055419368]",Maricopa County,Religious,Corporation of The Presiding Bishop,2026100.0,AZ,2019,85206
196567,7.44,18565 S Highway 99W,1628515.0,Special Purpose,Amity,"[-123.204897694, 45.126434991]",Yamhill County,Religious,"Intellectural Reserve Inc, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints, Church of Jesus Christ of Latter Day Saints",2025710.0,OR,2019,97101
T128-01-001,706.72,Highway 94,2025116.0,Easements/Personal Prop/Other,Columbia,"[-76.1987544003, 35.7942062683]",Tyrrell County,Miscellaneous,Farmland Reserve Inc,2025116.0,NC,2019,27925
30-7907-016-0051,1.83,29600 Sw 167Th Ave,2023627.0,Special Purpose,Homestead,"[-80.4616179745, 25.4913544196]",Miami-Dade County,Religious,"Intellectural Reserve Inc, Utah North Area Sports, Corporation of The President of The Church of Jesus Christ of Latter-Day Saints",2023627.0,FL,2019,33030
8220-01-00303,2.8243,3800 Henderson Se Blvd,2022500.0,Special Purpose,Olympia,"[-122.8785258267, 47.0136134792]",Thurston County,Religious,"Lds Church Real Estate Div, Tax Adm Div 527-2726",2022500.0,WA,2019,98501
138-30-161-A,2.696,525 E 2Nd Ave,302955.0,Special Purpose,Mesa,"[-111.820074549, 33.4108898579]",Maricopa County,Religious,"Temple Salt Lake, Corporation Of The Presiding Bishop Of T, Church of Jesus Christ of LDS",2019700.0,AZ,2019,85204
0254-071-59-0000,4.08,791 N Pepper Ave,2019037.0,Industrial,Colton,"[-117.3544895468, 34.0736804554]",San Bernardino County,Warehouse,Church of Jesus Christ of LDS,2019037.0,CA,2019,92324
134-43-021,1.2187,1310 S Dobson Rd,302760.0,Special Purpose,Mesa,"[-111.8753838533, 33.390971081]",Maricopa County,Religious,Church Of Jesus Christ LDS Corp Pres Bis,2018400.0,AZ,2019,85202
17-017-0002,4.06,,2018000.0,Special Purpose,Ogden,"[-111.9508122005, 41.3136778267]",Weber County,Religious,Corp Pres Bp Church Jesus Christ LDS,2018000.0,UT,2019,84414
03-030-0035,4.0,51 S Main St,2017377.0,Special Purpose,North Salt Lake,"[-111.8795648528, 40.888845793]",Davis County,Religious,Bountiful First Corp Of Church Of LDS Church,2017377.0,UT,2019,84054
302-48-004-K,3.194,1260 W Del Rio St,302565.0,Special Purpose,Chandler,"[-111.8654373312, 33.3160580208]",Maricopa County,Religious,Church Of Jesus Christ LDS Corp Pres Bis,2017100.0,AZ,2019,85224
